added,amenities,area,bath,bedroom,currency,deal_type,description,home_url,house_type,is_titanium,is_trusted,location,price,purpose
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",5 Marla,4,3,PKR,super hot,"Freedom Estate Offer ;,3 Master Size Bedrooms ,With Attached Glass Jacuzzi Cabin Bathrooms,All baths are equipped with imported fittings,Grohe fittings,Amazing wood work, all teak wood/ash wood used in bungalow,Bath tubs/Jacuzzi Master installed Luxury SMC Designer Kitchen With Haier ,House is located near park and Mosque,Commercial area is very near Size to premises,Double story house,Complete wiring of UPS and Generator Backup,Solid steel work used for outside main gate,Complete marble/tiled/wooden flooring and Spacious Bar B. Q Area,Wash rooms are completely covered by Spanish tiles,Located at 50 ft road,All the construction near and adjacent to house is new,Spacious green belt,Planters all around the green belt,Beautiful lawn with complete variety of planters,Side streets are proper covered with tiles,House is completed according to DHA by-laws,Solid Wood work used in cabinets,Lights provision in all cabinets of kitchen,Complete imported Home appliances installed in kitchen including Fridge/Cooking Hob/Microwave/TV, Parks: Sector A Park, Sector B Park, Se ,All utilities are available like, Electricity, Etc,The City School, Beaconhouse-Newlands, St. Marry School, DHA School, Govt. High School, Progressive School Girls Collage, Jamshed Junior Model School, Sicas Main Campus, Lahore School of Economics. ,For more details please contact us.",https://www.zameen.com/Property/lahore_johar_town_12_marla_house_at_prime_location_of_johar_town_at_best_price-51171331-93-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",2.1 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",12 Marla,6,5,PKR,super hot,"12 Marla House at Prime Location of Johar Town at Best Price,Best Interiors, ,Ideal Location,Heart of the city,",https://www.zameen.com/Property/lahore_johar_town_12_marla_house_at_prime_location_of_johar_town_at_best_price-51171331-93-1.html,House,Titanium,no,"Johar Town, Lahore, Punjab",4 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities",1 Kanal,6,5,PKR,super hot,"Super Homes Offers 1 Kanal Brand New Modran Design House For Sale In DHA Phase 7. Alhamdullilah, a brand new, One Kanal, ""A Plus House. "" Servant qtrs and store in basement, with all required accommodation / imported fixtures, is ready for sale. For More Detail And Visiting Contact Any Time",https://www.zameen.com/Property/lahore_johar_town_12_marla_house_at_prime_location_of_johar_town_at_best_price-51171331-93-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",11.25 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",1 Kanal,7,7,PKR,super hot,"Introduction ,IMC -Investment Management Corporations Is Real Estate consultants and Builders In Bahria Town Lahore. ,1 KANAL LIKE A NEW HOUSE FOR SALE IN SECTOR B BAHRIA TOWN LAHORE ,IMC IS TRUSTED AGENCY,We deals all projects as such residential plots commercial plots houses residential flats and commercials shops and agriculture land (etc),Bahria Towns Unique Features,Bahria Town is a secure Community ,24/7 Electricity available ,Under Ground Electricity Wiring,Grand Jamia Masjid ,Effilee Tower ,Theme Park,Safari Mall,Bahria Mart,Macdonalds,Zoo,Cine Plex Gold 3d Cinema ,Petrol Pump,Rose Garden,Cricket Academy,Mini Golf Club,Country Club,Bahria International School,Beacon House School System,IPS School System,Akhter Saeed Medical College,Girls And boys Hostel,Too Near to Beacon House university,,Superior University,Imperial College,Comsat's University and Lahore University,Canal View ,Bahria Grand Hotel,Safari Food Court,Sector F Food Court,Gloria Jean's,Bank Square,Main Commercial Zone,Near to Ring Road Interchange,15 Minutes Drive From Allama Iqbal Air Port ,Near to Multan and Canal Road,Note:We will give you a good deal according to your budget. ,FOR MORE INFORMATION CONTACT US",https://www.zameen.com/Property/lahore_johar_town_12_marla_house_at_prime_location_of_johar_town_at_best_price-51171331-93-1.html,House,Titanium,no,"Bahria Town, Lahore, Punjab",7 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",5 Marla,4,3,PKR,super hot,"Given the prime location of Central Park - Block E, you will be placed in an ideally placed in a happening neighborhood. Lahore is well connected through roads. So, wherever you live, places will always be highly accessible. A similar property for this Rs. 15500000 could be difficult to find elsewhere. We have got just the right property for you. So, stop whatever you're doing and grab your share as soon as possible. The House being offered might just be the right pick for you. The latest construction projects of 5 Marla properties is open for booking, so make a move before it is too late. ,Details of the property are mentioned below. ,This neat drawing room space in this House is all you will need to host your friends and family. ,A separate study room makes this property quite feasible for families with school-going children. ,The community swimming pool in the building/society proves to be great during summers. ,Mealtime with families or entertaining guests, the house's large dining room solves all problems. ,The House is surrounded by mosques at walking distance where you can conveniently offer prayers. ,You can pray comfortably in the prayer room that is part of the house and designed particularly for the purpose. ,You can use the powder room of the property as an additional bathroom. ,Property and investment advice is only a call away, so what are you waiting for!",https://www.zameen.com/Property/lahore_johar_town_12_marla_house_at_prime_location_of_johar_town_at_best_price-51171331-93-1.html,House,Titanium,no,"Central Park Housing Scheme, Lahore, Punjab",1.6 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",3 Marla,3,3,PKR,super hot,"Lake City Lahore is one of the most recent housing projects in the city, which is found along the Raiwind Road. The Project is a gated community that offers a contemporary lifestyle to its residents, topped with serenity and various facilities. ,Location of Lake City,Lake City will have its own interchange at Ring Road, which means that you can travel to any part of the city with ease. ,PLANNING AND DEVELOPMENT,Lake City Lahore offers a number of Commercial and Residential properties. The project also features 1 and 2 kanal deluxe villas that are available for instant possession. The residential block of Lake City consists of eight sectors, namely M1 to M8, spread across 18000 Kanal. ,Lake City Lahore Amenities & Life Style,18-Hole Golf Clubaa,Country Club,Forest Caf ,Jamia Mosque Razia,Froebel s International School ,Lake City Mall,Family Parks and Lake City Zoo,Gated community with full Proof Security 24 7 CCTV Monitoring. ,Sky Zone,Gloria Jeans,Servaid Pharmacy and Ambulance Service Available 24 7. ,Faysal Bank and Allied Bank.",https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_safari_villas_a_beautiful_12_marla_house_for_sale_in_safari_villas_sector_b_bahria_town_lahore-52114624-1782-1.html,House,Titanium,no,"Raiwind Road, Lahore, Punjab",97 Lakh,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Nearby Locations and Other Facilities,Other Facilities
",15 Marla,6,6,PKR,super hot,"15 Marla brand new Corner house for sale in beacon house society Block B Lahore. ,ground floor ,tv lounge ,kitchen ,drawing room,2 bedroom atchcd bathroom ,1st floor,TV lounge ,kitchen ,3 bed room atchcd bathroom ,2nd floor,servent quarter ,/ study room ,bathroom ,All facilities available ,water supply ,electric supply ,LDA approved property",https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_safari_villas_a_beautiful_12_marla_house_for_sale_in_safari_villas_sector_b_bahria_town_lahore-52114624-1782-1.html,House,Titanium,no,"Beacon House Society, Lahore, Punjab",5 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities",10 Marla,5,4,PKR,super hot,"Wasif Estate Offers:,4 Beds 10 Marla Brand New House For Sale In Ex Air Avenue DHA Phase 8 Lahore. ,It Includes:,4 Bedrooms,5 Baths,Kitchen,TV Lounge,Drawing/ Dinning,Study Room,Store Room,Servant Room,2 Car Park,Washrooms With Imported Fitting,Nearby Shopping Malls, Restaurants,Nearby Ring Road And Allama Iqbal International Airport,All Other Facilities Are Available Here. ,We Deal In All Types Of Property,More Options Are Also Available,For More Information Call Us Now.",https://www.zameen.com/Property/lahore_johar_town_12_marla_house_at_prime_location_of_johar_town_at_best_price-51171331-93-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",4.5 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational",10 Marla,6,5,PKR,super hot,"We Believe On Face To Face Deal And Only Charge 1 Commission On All Deals. No Under Table Deal. ,100 Transparency In All Deals UK, USA And Europe Service Level. ,Bahria Town,The Great City Of Lahore, Where The Historical Cultural Centre Of Pakistan Is Greatly Treasured For Its Historical Assets, Urbanization Has Already Converted Its Image To A Modern Metropolitan. Hi-Rise Developments And An Ever Increasing Population Density Has Gradually Crept Over The Natural Greens That Are A Signature Of The Land Of The Five Rivers. ,Bahria Town Lahore Developments Bring Back The Spirit Of The Land Of The Greens With A Modern Touch. The Master Design Revives The Communal Setting Alongside The Famous Lahore Canal. Life Is Caressed At Bahria Town Lahore With The Provision Of The Most Conventional To Most Modern Means To Enable A Complete Lifestyle. ,Bahria Town Lahore Developments Form The Horizon Of The Rich History Of The Land Of Punjab. It Forms The Juncture Of A Rich Cultural &Amp;Amp;Amp;Amp; Architectural History To A Bright And Progressive Future. Vast Plains Abundant With Natural Green Settings Host The Most Progressive Residential Lifestyle Yet To Be Matched By Any Other Development. ,Farm Houses, Traditional Bungalow Type Large Land Formats, Economy Housing And Luxury Lifestyle Are All Harmonized To Carve The Most Versatile And Diverse Community. Health Facilities And Entertainment Along With Commercial And Business Opportunities Establish Bahria Town Lahore As One Of The Most Progressive And Opportunistic Place In Pakistan. ,With The Futuristic Business District Of Lahore Planned And Under Development Here Established And Emerging Businesses Are Exploring Their Future With Us.",https://www.zameen.com/Property/lahore_johar_town_12_marla_house_at_prime_location_of_johar_town_at_best_price-51171331-93-1.html,House,Titanium,no,"Bahria Town, Lahore, Punjab",4.5 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",5 Marla,5,4,PKR,super hot,"Near to park,Near to Masjid,Near to commercial area,Near to Hospital,Electricity. Available,Sevrage. Available,Water supply. Available",https://www.zameen.com/Property/lahore_sue-e-asal_7_marla_house_in_3_marla_price_investor_rate-52318246-8287-1.html,House,Titanium,no,"Park View City, Lahore, Punjab",2.2 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",1 Kanal,6,5,PKR,super hot,"FREEDOM ESTATE OFFER ;,Price Is Negotiable ,Features Of Property:-,5 Bed Rooms With Attached Baths. ,6 Bath Rooms with Shower Cabin And 3 Bath Rooms Also Have Jacuzzi TUB. ,1 Powder Room. ,3 Kitchens,Luxury Home Theatre. ,Lavish Furniture By HOLZINN HOMES. ,Imported Kitchen fittings by SMC. ,Imported kitchen Appliances By FOTILE. ,Imported Shingle And Vanities. ,All Baths Are Equipped With Imported VITRA Fittings. ,Imported Tiles From H-VERSE. ,Imported Wallpapers And Flooring By Fast Interior. ,All Bath Room Tiles Are From H-VERSE. ,Basement With 2 Servant Room and 1 Main Store room. ,Spacious Car Parking. ,Separate Laundry on Ground Floor. ,Imported Air Conditioners Inverter Type Installed by ELECTROLUX. ,All the basic utilities are available including connections of water, sewage, Sui Gas and electricity. ,Spacious Green Belt. ,Planters All Around The Green Belt. ,Beautiful Lawn With Complete Variety Of Planters. ,Side Streets Are Proper Covered With Tiles. ,Double Height Lobby. ,CCTV Cameras Are Installed. ,Complete Fire Fighting System is Installed. ,Complete wiring of UPS and Generator. ,Near To Park, Mosque. ,Meeting Possible with owner. ,Contact us 24-7 with Confidence.",https://www.zameen.com/Property/lahore_sue-e-asal_7_marla_house_in_3_marla_price_investor_rate-52318246-8287-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",7.25 Crore,For Sale
